student_id,gender,age,parent_education,family_income_band,travel_time_mins,study_hours_per_week,attendance_rate,past_failures,tutoring,internet_access,sleep_hours,screen_time_hours,extracurricular_hours,discipline_incidents,late_submissions,participation_score,quiz_avg,assignment_avg,midterm_score,behavior_label,final_score,performance_label
188,M,15,bachelor,low,22,10.6,0.71,0,0,1,9.22,2.85,2.19,0,1,52.9,92.0,71.6,56.7,At-Risk,69.9,Medium
189,F,21,bachelor,high,26,0.0,0.645,0,0,1,7.8,6.05,4.37,0,3,77.1,67.4,73.5,65.5,At-Risk,55.5,Medium
190,M,17,none,middle,20,8.2,0.985,0,0,1,6.96,5.11,4.14,1,2,44.9,30.7,65.3,97.8,At-Risk,81.6,High
191,F,20,none,middle,18,7.8,0.868,0,0,0,6.69,3.81,3.57,0,1,91.1,63.3,73.5,69.9,Engaged,70.2,Medium
192,M,22,high_school,high,9,8.2,0.881,0,0,0,6.88,4.93,1.98,0,1,69.2,61.3,57.8,45.0,At-Risk,57.4,Medium
193,M,18,high_school,middle,34,6.7,0.735,0,1,0,6.03,4.7,3.62,0,2,61.2,83.5,51.0,50.4,At-Risk,69.8,Medium
194,F,15,bachelor,middle,44,4.0,0.77,0,0,1,5.26,1.88,4.42,0,0,43.8,59.2,97.6,77.5,At-Risk,77.6,High
195,M,17,high_school,low,14,0.0,0.966,0,0,1,7.27,2.99,3.41,0,1,47.7,58.7,74.7,80.9,Neutral,81.5,High
196,M,18,master,low,30,10.9,1.0,0,0,1,6.26,2.11,2.61,0,0,64.2,95.5,96.9,59.3,Engaged,83.7,High
197,F,22,high_school,middle,28,8.2,0.798,0,1,1,6.26,3.65,3.62,0,2,93.4,42.8,63.6,29.5,Engaged,61.8,Medium
198,F,22,none,middle,22,1.7,0.927,3,1,0,6.79,6.89,1.15,0,2,68.5,76.4,100.0,41.0,At-Risk,71.9,Medium
199,M,19,master,middle,0,10.4,0.879,1,1,1,6.96,5.36,5.23,1,2,70.2,63.2,69.3,63.6,Engaged,61.2,Medium
200,M,22,high_school,middle,2,8.2,0.848,0,0,1,6.91,1.33,0.0,0,1,70.8,53.0,86.3,71.6,Engaged,85.5,High
201,F,18,high_school,low,10,7.2,1.0,0,0,1,8.99,3.65,2.27,1,2,100.0,50.3,68.5,80.1,Engaged,71.0,Medium
202,F,18,master,low,0,0.0,0.815,0,0,1,7.69,4.67,1.39,0,0,58.4,86.5,70.6,19.4,At-Risk,56.7,Medium
203,F,21,master,middle,43,14.1,0.984,0,1,1,9.43,5.69,0.92,0,2,88.5,70.4,66.2,77.4,Neutral,66.4,Medium
204,M,20,bachelor,low,28,2.6,0.898,0,0,1,6.37,2.9,2.81,0,0,59.0,72.8,60.1,88.5,Neutral,79.0,High
205,M,19,none,middle,22,10.4,0.858,0,1,1,7.84,1.73,0.0,0,0,54.4,78.0,83.7,12.1,Engaged,72.3,Medium
206,M,18,bachelor,middle,0,5.2,0.997,0,0,0,6.44,4.09,6.5,1,1,63.8,68.2,67.9,59.9,Neutral,68.9,Medium
207,M,20,phd,middle,0,7.7,0.889,0,1,1,6.23,5.34,0.0,0,4,63.7,42.9,81.3,75.2,At-Risk,71.6,Medium
208,F,21,master,middle,22,16.9,0.85,0,0,1,9.47,4.67,0.3,1,1,73.4,33.7,82.5,31.8,Engaged,62.5,Medium
209,M,18,high_school,middle,52,13.2,0.998,0,1,0,5.98,2.43,0.11,0,1,30.1,89.7,90.6,50.0,Engaged,84.7,High
210,F,15,high_school,middle,12,16.8,0.985,1,0,1,4.22,7.71,2.6,0,0,67.2,65.7,74.7,71.2,Engaged,67.3,Medium
211,F,15,high_school,low,35,12.0,0.98,2,0,1,6.05,4.0,4.23,0,3,56.0,63.4,43.8,49.5,Engaged,44.1,Low
212,F,16,high_school,middle,15,12.4,0.471,0,0,1,4.49,4.59,3.25,0,2,54.1,94.5,62.9,52.7,Neutral,67.5,Medium
213,M,18,bachelor,middle,23,0.0,0.904,1,1,1,5.76,2.88,5.14,0,2,45.6,42.8,67.6,64.4,Neutral,64.2,Medium
214,F,19,high_school,low,40,8.1,0.881,1,0,1,5.87,6.41,0.55,1,3,59.5,16.6,68.2,36.6,Neutral,47.6,Low
215,F,21,high_school,middle,17,8.7,0.857,0,0,1,6.94,5.34,3.52,1,4,57.3,29.4,89.1,38.7,At-Risk,55.7,Medium
216,F,16,none,high,12,17.3,0.921,0,1,1,4.44,4.83,1.59,0,0,58.6,52.4,86.2,69.4,Engaged,80.4,High
217,M,21,bachelor,low,43,7.0,0.886,1,1,1,8.34,1.9,2.66,0,2,40.4,64.1,65.7,79.0,Neutral,72.2,Medium
218,M,20,high_school,middle,23,11.6,0.928,0,0,0,4.65,6.39,4.42,1,1,66.5,87.0,100.0,68.0,Neutral,90.0,High
219,F,15,high_school,high,38,11.4,0.833,0,1,1,6.75,5.71,0.0,0,3,53.1,77.2,62.4,87.2,Neutral,80.1,High
220,M,17,high_school,high,12,16.9,1.0,0,0,1,6.51,6.23,6.18,0,1,40.5,15.9,63.7,68.4,Engaged,54.2,Medium
221,M,17,master,middle,43,9.2,0.938,0,0,1,7.89,4.27,1.91,0,0,56.8,100.0,50.5,96.9,Engaged,80.0,High
222,F,22,high_school,middle,26,15.0,0.914,0,0,1,7.32,4.05,0.0,0,2,53.4,54.6,43.1,61.3,Engaged,56.2,Medium
223,F,22,bachelor,high,29,0.0,0.909,3,1,1,8.32,3.84,0.81,1,1,65.6,84.1,49.1,65.1,At-Risk,60.8,Medium
224,F,21,high_school,middle,24,0.3,0.976,0,0,1,6.47,8.76,2.4,0,2,56.6,71.8,84.2,68.1,Neutral,83.5,High
225,M,19,none,low,14,0.0,0.962,0,0,1,6.34,3.12,0.81,0,1,43.3,62.1,79.9,47.4,Neutral,67.6,Medium
226,F,18,high_school,low,22,14.7,0.849,0,0,1,7.4,1.83,0.0,0,2,51.7,57.7,53.9,44.5,Engaged,44.6,Low
227,M,17,none,middle,15,14.0,0.959,0,0,1,8.14,3.45,2.39,0,0,39.1,42.0,69.6,42.0,Neutral,50.0,Medium
228,F,21,high_school,middle,36,15.4,0.877,1,1,1,7.89,3.13,0.76,0,3,82.1,38.8,80.9,48.9,Neutral,57.5,Medium
229,F,15,bachelor,low,19,5.9,1.0,0,0,1,7.29,6.72,3.5,0,3,84.5,59.0,35.5,100.0,Neutral,68.5,Medium
230,M,17,bachelor,low,0,6.6,0.97,0,1,1,7.18,1.49,0.06,1,1,86.3,37.0,96.4,96.4,Engaged,78.1,High
231,M,16,none,middle,0,9.3,0.797,0,0,1,6.86,3.08,6.72,0,2,56.2,91.7,84.8,53.4,At-Risk,78.5,High
232,M,18,high_school,middle,0,18.7,1.0,2,1,1,7.39,4.58,3.23,0,3,84.5,63.7,81.0,51.6,Engaged,60.2,Medium
233,F,17,bachelor,high,31,20.2,0.65,2,0,1,9.34,6.74,2.59,0,2,71.1,99.7,87.2,17.1,At-Risk,61.0,Medium
234,F,16,high_school,middle,5,14.8,0.924,0,0,1,6.61,5.63,3.45,0,2,52.7,54.2,35.3,40.1,Engaged,47.7,Low
235,F,18,high_school,high,27,12.0,0.79,0,0,0,6.46,7.44,0.0,0,0,55.6,51.4,64.5,43.8,At-Risk,49.6,Low
236,F,21,none,high,24,18.0,1.0,0,1,1,6.37,4.89,1.21,0,0,62.4,72.6,88.1,51.2,Engaged,79.7,High
237,M,19,high_school,low,21,8.5,0.885,2,0,1,7.37,3.79,5.77,0,1,66.5,57.3,67.9,48.6,At-Risk,65.2,Medium
238,F,21,bachelor,middle,29,7.7,0.781,1,0,1,4.35,5.91,1.56,3,0,70.4,79.5,79.9,64.3,At-Risk,67.7,Medium
239,M,22,phd,low,24,9.2,0.833,0,0,0,6.74,1.47,2.07,0,1,65.0,87.9,91.2,75.5,At-Risk,84.3,High
240,M,22,phd,high,0,4.1,0.789,1,1,0,7.96,0.78,1.27,0,0,59.8,81.8,79.3,45.4,At-Risk,71.7,Medium
241,F,17,phd,low,17,8.9,0.829,0,0,1,6.27,6.15,5.13,0,1,85.3,86.6,63.9,88.7,Neutral,78.5,High
242,F,22,high_school,middle,28,3.3,0.827,0,0,1,7.12,4.62,1.71,0,1,63.3,76.7,77.2,66.9,Neutral,73.7,Medium
243,M,22,none,middle,47,16.2,0.785,0,0,1,9.43,6.13,0.0,2,1,62.4,52.1,41.3,77.8,At-Risk,55.0,Medium
244,F,22,high_school,low,47,13.3,0.887,0,0,1,7.3,2.5,7.36,0,1,61.7,82.5,75.8,51.2,Engaged,61.0,Medium
245,F,17,high_school,middle,2,18.6,0.899,0,0,1,4.21,6.77,0.0,2,1,63.3,74.6,80.0,70.9,Neutral,76.2,High
246,F,16,none,low,17,0.2,0.76,0,1,0,5.21,5.54,2.01,0,0,44.6,50.9,70.4,69.1,At-Risk,62.2,Medium
247,F,19,none,middle,0,21.4,0.694,1,0,1,6.6,4.14,0.52,0,3,50.0,53.2,86.6,89.4,Neutral,74.1,Medium
248,M,22,bachelor,middle,45,0.6,0.891,2,1,1,5.94,4.61,0.8,0,1,100.0,60.3,72.5,73.1,Neutral,72.5,Medium
249,M,22,high_school,middle,37,2.8,0.913,0,1,1,7.02,4.89,0.08,0,2,40.2,82.0,70.4,77.1,At-Risk,80.8,High
250,M,19,high_school,middle,27,6.3,0.933,0,0,1,6.55,2.49,1.12,0,2,69.1,64.1,97.3,49.4,Neutral,66.9,Medium
251,F,16,bachelor,high,24,17.8,0.915,1,0,1,8.3,3.43,4.17,0,2,70.1,61.9,52.7,83.9,Engaged,65.6,Medium
252,F,18,high_school,low,43,11.4,1.0,0,1,0,5.59,4.86,0.0,0,0,80.2,59.1,90.3,34.5,Engaged,68.4,Medium
253,M,20,master,middle,40,8.5,0.96,1,0,1,6.65,3.35,4.72,1,1,70.5,55.6,89.0,48.5,Engaged,61.0,Medium
254,M,19,high_school,high,39,5.2,1.0,0,0,1,7.16,1.26,4.38,0,2,93.4,41.0,81.5,65.6,Engaged,78.8,High
255,M,17,bachelor,middle,29,1.7,1.0,0,1,1,7.31,4.79,3.22,0,1,68.6,76.3,61.5,36.9,Engaged,58.3,Medium
256,F,17,high_school,low,17,16.8,0.684,1,1,1,7.08,5.87,2.45,1,2,85.2,43.7,73.5,41.5,At-Risk,56.2,Medium
257,F,15,bachelor,high,34,14.8,0.64,0,0,1,4.01,6.34,2.75,0,1,80.6,63.2,55.1,41.5,Neutral,62.1,Medium
258,M,17,high_school,low,34,18.1,0.859,0,0,1,7.0,5.26,5.05,0,3,88.1,54.6,59.0,67.6,Engaged,62.5,Medium
259,M,20,high_school,middle,19,12.4,0.91,0,0,1,6.72,5.84,0.0,0,0,65.4,75.8,70.1,56.8,Engaged,65.9,Medium
260,F,16,bachelor,middle,17,0.0,0.852,1,0,1,7.94,6.18,3.65,1,3,71.0,55.8,53.9,79.3,At-Risk,55.1,Medium
261,M,22,high_school,middle,39,2.5,0.93,2,0,1,7.77,4.36,0.71,0,0,59.5,43.9,64.3,97.6,Neutral,58.7,Medium
262,F,15,high_school,low,47,12.8,0.833,0,0,1,7.19,0.0,3.85,0,1,67.4,79.8,50.4,65.4,Engaged,65.1,Medium
263,M,19,master,low,11,7.8,0.791,0,0,1,7.28,6.52,0.97,0,0,68.2,47.1,78.4,49.8,Engaged,62.8,Medium
264,M,18,none,middle,18,6.6,0.806,0,0,1,8.52,2.41,3.61,1,2,33.8,64.8,94.2,67.4,At-Risk,72.7,Medium
265,F,21,bachelor,low,27,3.4,0.84,0,0,1,8.28,1.94,0.0,1,2,62.9,84.9,100.0,42.1,At-Risk,82.6,High
266,M,22,bachelor,middle,29,15.7,0.944,0,0,1,7.23,1.99,0.0,0,0,78.3,48.9,51.5,58.7,Engaged,57.1,Medium
267,M,19,high_school,middle,14,12.7,0.811,0,1,1,9.47,9.17,1.97,1,5,44.7,60.1,54.3,100.0,At-Risk,59.6,Medium
268,M,20,bachelor,middle,50,13.0,0.831,0,0,1,6.15,5.08,5.07,1,1,50.2,54.2,67.2,55.9,At-Risk,69.0,Medium
269,M,20,none,low,28,6.2,0.917,0,1,1,5.48,2.12,3.27,0,2,82.3,64.4,81.2,66.1,Engaged,67.6,Medium
270,M,19,bachelor,low,30,11.1,0.84,0,0,1,6.89,2.83,3.26,1,3,85.1,60.8,66.5,56.8,Engaged,63.0,Medium
271,M,16,high_school,high,48,2.0,0.972,0,1,1,6.45,4.2,3.92,0,2,55.7,78.6,85.2,51.8,Neutral,79.8,High
272,M,18,high_school,middle,15,9.2,0.768,0,1,1,3.94,5.28,1.41,0,3,67.6,50.8,78.3,69.6,At-Risk,68.4,Medium
273,M,16,high_school,low,21,0.0,0.746,0,0,1,6.12,4.76,3.42,0,3,63.8,84.9,41.5,34.6,At-Risk,56.4,Medium
274,F,18,master,low,3,0.6,0.89,0,1,1,7.31,2.34,1.04,0,2,82.7,90.9,70.7,56.7,Neutral,75.1,High
275,F,19,bachelor,low,19,8.1,0.9,0,0,1,6.83,4.83,1.57,0,3,57.0,66.6,50.0,32.9,At-Risk,48.1,Low
276,M,16,master,high,0,24.3,0.774,0,0,1,5.97,2.98,1.82,1,2,59.3,47.8,60.8,90.9,Neutral,52.8,Medium
277,M,16,bachelor,low,33,0.0,0.994,0,1,1,6.95,6.29,1.11,0,0,85.1,61.3,63.2,79.7,Neutral,64.2,Medium
278,F,21,bachelor,low,28,2.5,1.0,0,1,1,7.05,4.31,2.07,0,0,50.0,59.8,81.7,44.6,Neutral,86.7,High
279,F,18,bachelor,middle,18,11.3,0.797,0,0,1,7.76,2.68,1.69,0,5,57.5,93.9,69.3,22.9,Engaged,62.2,Medium
280,F,16,master,low,20,20.6,1.0,0,1,1,6.13,5.58,0.78,0,2,67.0,60.1,62.4,69.8,Engaged,76.6,High
281,M,20,bachelor,low,33,11.2,0.622,0,0,1,7.95,4.97,1.92,0,0,87.9,86.9,100.0,59.1,Engaged,96.0,High
282,M,20,high_school,high,5,14.2,0.968,0,0,1,5.59,3.25,2.51,0,0,47.1,64.0,55.5,100.0,Engaged,73.2,Medium
283,M,21,bachelor,middle,25,8.0,0.774,0,0,1,6.3,5.66,0.0,2,0,54.3,62.8,74.4,88.0,At-Risk,72.9,Medium
284,M,21,bachelor,low,32,6.9,0.958,0,0,1,8.94,5.46,3.03,0,0,73.9,55.6,80.5,72.7,Engaged,63.9,Medium
285,F,22,high_school,middle,0,10.5,0.764,0,0,1,5.67,6.6,1.21,1,3,76.2,57.3,72.5,49.4,At-Risk,56.5,Medium
286,M,19,high_school,low,32,6.1,0.853,1,0,1,6.11,5.62,2.6,0,1,68.2,78.0,55.4,54.8,Engaged,58.8,Medium
287,M,17,high_school,low,0,14.3,0.779,0,0,0,5.4,3.77,0.87,0,1,63.2,48.8,54.6,66.0,Engaged,55.8,Medium
288,M,21,master,middle,20,0.4,0.839,2,0,1,5.91,0.82,4.3,0,4,66.9,79.3,79.7,67.1,At-Risk,73.8,Medium
289,F,17,high_school,middle,5,15.3,1.0,0,0,1,7.07,4.57,4.11,0,1,42.4,87.9,86.5,45.8,Engaged,79.6,High
290,M,17,master,middle,43,10.2,0.849,1,0,1,7.75,4.88,0.1,0,1,66.5,51.3,68.9,32.7,Neutral,57.6,Medium
291,F,21,high_school,high,5,8.7,1.0,1,0,1,6.88,4.3,3.25,0,4,87.2,83.7,48.7,98.6,Engaged,64.0,Medium
292,M,22,bachelor,low,0,0.1,0.821,0,0,1,6.51,0.0,5.09,1,0,45.2,80.9,69.9,60.7,At-Risk,70.4,Medium
293,F,17,high_school,high,24,4.1,1.0,0,1,1,5.41,5.56,0.3,0,1,53.2,77.6,94.0,68.5,At-Risk,87.2,High
294,M,20,master,middle,16,17.2,0.697,0,0,1,6.03,2.38,0.46,0,2,59.0,50.6,53.7,42.9,At-Risk,60.8,Medium
295,F,22,bachelor,low,0,8.7,0.831,0,1,0,5.04,5.57,3.67,0,1,60.0,59.9,64.7,87.3,Neutral,75.1,High
296,F,21,high_school,middle,30,11.7,0.806,0,1,1,7.78,7.6,0.0,1,1,92.6,59.8,70.7,80.8,Neutral,72.1,Medium
297,F,15,high_school,low,0,4.7,1.0,2,0,1,7.87,3.69,0.64,0,1,51.0,99.6,87.2,61.2,Neutral,84.6,High
298,F,20,high_school,middle,6,9.8,0.879,0,0,0,6.85,5.08,0.17,0,2,48.0,61.8,61.3,64.2,At-Risk,61.7,Medium
299,F,16,high_school,middle,13,1.8,0.651,2,0,0,7.43,4.27,3.69,0,1,76.6,58.7,77.5,65.7,At-Risk,65.1,Medium
300,F,21,bachelor,low,34,10.6,0.729,1,0,0,7.95,5.25,0.82,0,0,55.3,41.3,92.0,62.0,At-Risk,68.8,Medium
301,F,15,master,high,41,12.2,0.759,1,0,1,7.02,4.41,1.63,1,1,76.8,44.5,46.1,71.2,At-Risk,48.7,Low
302,M,22,bachelor,low,39,11.9,0.953,1,0,1,8.57,3.17,0.7,0,3,62.0,49.7,48.8,67.5,Engaged,49.9,Low
303,F,16,bachelor,middle,20,4.6,0.941,0,1,1,5.67,2.39,4.5,0,2,71.9,68.5,68.3,56.5,Engaged,68.2,Medium
304,F,18,high_school,low,0,7.9,0.83,1,0,0,6.48,7.38,0.48,1,4,41.5,36.4,85.5,36.6,At-Risk,48.0,Low
305,F,16,master,low,28,13.2,0.805,0,1,1,6.34,5.08,0.0,1,3,71.8,50.0,75.1,59.5,At-Risk,54.5,Medium
306,M,21,master,middle,44,8.7,0.932,0,0,1,7.68,5.86,0.0,1,1,68.3,28.5,86.9,75.0,At-Risk,71.5,Medium
307,M,18,high_school,high,41,8.3,0.747,0,0,1,5.18,5.0,3.59,1,0,61.2,87.2,42.5,73.4,At-Risk,68.4,Medium
308,F,20,master,low,29,21.4,0.906,0,0,1,8.64,6.15,3.73,0,3,46.5,63.9,75.3,86.2,Engaged,69.8,Medium
309,M,15,high_school,high,4,4.3,0.897,2,0,1,7.57,2.41,4.7,0,2,68.3,67.6,24.2,88.4,Engaged,48.8,Low
310,M,18,master,low,14,16.5,0.833,0,0,1,9.0,4.37,0.0,0,4,75.9,42.4,91.0,74.0,Engaged,71.9,Medium
311,M,22,master,middle,51,3.1,0.9,0,0,1,6.85,5.21,1.74,1,1,57.0,82.9,88.8,63.7,Engaged,88.2,High
312,M,22,bachelor,middle,1,13.9,0.87,0,0,1,6.24,6.79,7.05,1,2,57.3,89.1,64.5,66.9,Neutral,76.5,High
313,M,16,high_school,low,5,14.2,0.91,0,0,1,7.69,9.55,1.6,0,0,76.9,63.2,32.8,48.5,Engaged,58.1,Medium
314,M,18,bachelor,high,36,6.9,0.727,0,0,1,8.14,5.02,1.07,1,2,90.7,53.4,66.4,76.0,At-Risk,61.6,Medium
315,M,18,high_school,middle,16,2.7,0.921,0,0,0,6.04,2.88,2.16,0,3,79.1,71.9,87.6,86.5,At-Risk,83.3,High
316,M,19,bachelor,middle,4,0.0,0.963,0,0,1,4.5,1.81,3.26,1,2,68.4,75.2,76.4,80.8,At-Risk,75.4,High
317,M,19,high_school,middle,45,6.3,0.892,0,0,1,4.71,2.39,3.23,0,1,61.4,77.7,99.4,71.1,Neutral,79.1,High
318,F,15,bachelor,middle,29,13.2,0.92,0,0,1,7.21,2.65,0.97,0,1,64.6,74.0,65.0,55.2,Engaged,67.2,Medium
319,M,21,master,middle,16,3.5,0.849,0,0,1,8.75,0.0,1.03,0,1,45.1,79.4,100.0,52.9,At-Risk,73.0,Medium
320,F,16,high_school,high,5,10.6,0.949,0,1,1,5.34,2.85,1.61,0,2,62.7,49.5,37.4,56.8,Neutral,48.5,Low
321,F,17,high_school,middle,53,1.1,0.867,1,0,1,6.57,5.63,0.74,0,2,81.8,78.4,57.6,45.4,Neutral,54.9,Medium
322,F,21,bachelor,middle,22,8.6,0.745,1,0,1,6.48,4.35,0.0,1,0,65.6,53.8,49.0,65.5,At-Risk,52.0,Medium
323,M,20,high_school,middle,43,3.1,0.942,1,0,1,9.2,3.68,5.82,0,0,55.6,16.8,81.5,4.1,Neutral,40.7,Low
324,F,18,high_school,middle,35,9.5,0.697,0,0,1,9.61,0.96,1.39,0,0,54.2,53.7,50.4,49.2,Neutral,40.4,Low
325,F,22,none,middle,14,7.0,0.888,0,0,0,7.41,6.3,1.5,0,0,64.5,52.0,85.9,61.4,Neutral,64.8,Medium
326,F,18,high_school,middle,14,2.9,0.822,2,0,1,7.98,5.22,1.56,0,2,46.5,66.3,80.7,100.0,Neutral,85.5,High
327,F,19,bachelor,middle,44,6.0,0.815,3,1,1,7.94,4.17,2.04,2,1,51.4,77.1,72.6,60.1,At-Risk,62.9,Medium
328,F,16,bachelor,middle,44,4.4,0.877,0,1,1,5.36,0.0,3.07,0,3,88.0,65.5,67.9,60.8,Neutral,70.5,Medium
329,F,16,high_school,high,0,2.1,0.789,0,0,1,7.74,3.22,1.27,0,1,49.5,98.2,52.9,43.3,Neutral,65.4,Medium
330,M,18,bachelor,high,30,16.5,0.911,0,0,1,5.68,5.07,4.48,0,1,53.0,52.5,79.3,94.4,Engaged,76.7,High
331,F,19,high_school,middle,20,7.8,0.866,0,0,1,6.69,4.14,3.4,0,2,69.4,26.2,61.6,43.7,Engaged,42.6,Low
332,M,21,high_school,middle,7,0.0,0.798,3,0,1,8.27,4.58,1.82,1,2,58.4,67.0,81.9,100.0,At-Risk,69.4,Medium
333,F,18,bachelor,middle,26,6.3,0.994,2,0,1,7.0,5.57,0.87,0,0,66.3,52.2,93.6,45.2,Neutral,76.1,High
334,F,22,high_school,low,2,15.5,0.88,3,0,1,8.22,4.51,4.37,1,1,77.9,42.5,64.7,78.8,At-Risk,52.8,Medium
335,M,19,bachelor,middle,15,5.4,0.923,0,0,1,8.46,5.5,1.88,0,1,41.8,56.6,90.8,58.9,Engaged,82.2,High
336,F,15,master,low,10,19.0,1.0,0,0,1,4.79,2.51,0.0,1,0,76.3,47.9,72.7,48.8,Engaged,58.4,Medium
337,M,20,bachelor,low,15,4.9,1.0,1,0,0,4.29,1.75,4.24,0,2,56.3,49.7,79.2,80.2,Engaged,67.8,Medium
338,F,19,bachelor,high,21,13.0,0.918,0,0,0,8.29,5.15,0.75,0,1,60.7,89.4,48.5,86.6,Neutral,73.9,Medium
339,M,18,none,high,7,16.2,0.83,0,0,1,8.34,5.56,3.94,0,0,93.8,64.2,58.6,56.3,Engaged,60.7,Medium
340,F,18,high_school,middle,46,12.7,0.717,0,0,1,7.21,5.24,0.0,0,0,44.0,57.2,58.5,59.5,At-Risk,54.2,Medium
341,M,17,high_school,low,29,1.8,0.881,0,0,1,7.37,4.46,1.46,1,2,73.9,90.8,91.2,51.7,Engaged,75.7,High
342,F,19,bachelor,middle,49,4.3,0.969,0,0,1,7.97,3.55,4.52,0,0,81.9,56.7,64.0,64.5,Engaged,56.8,Medium
343,F,19,master,middle,20,17.0,0.895,1,0,1,7.95,4.62,2.21,3,0,54.7,39.9,79.7,38.1,Engaged,54.3,Medium
344,F,18,high_school,middle,14,5.2,0.516,0,1,1,6.53,4.96,3.4,2,1,55.0,38.1,68.4,6.1,At-Risk,41.4,Low
345,F,17,high_school,high,48,15.9,0.947,0,0,1,8.05,5.08,0.4,0,1,59.5,60.6,63.9,22.6,Engaged,57.1,Medium
346,F,18,high_school,low,13,7.4,0.953,0,0,1,6.48,9.41,2.9,0,2,54.7,32.4,46.1,55.6,Engaged,45.5,Low
347,F,18,bachelor,low,19,10.8,0.83,0,1,1,7.19,2.36,2.21,0,2,66.0,40.9,39.1,38.6,Engaged,49.2,Low
348,M,18,bachelor,low,33,1.7,0.959,0,0,1,7.14,10.65,2.69,0,2,78.4,55.1,64.2,57.6,Neutral,63.7,Medium
349,F,17,bachelor,low,3,6.4,0.923,0,0,1,5.87,1.69,6.28,0,2,59.6,82.4,65.1,49.8,Neutral,66.3,Medium
350,M,19,master,middle,33,4.7,0.791,1,0,1,6.01,4.97,4.81,0,2,78.9,85.3,55.6,45.9,Neutral,69.8,Medium
351,F,16,high_school,low,31,11.4,0.987,0,0,1,9.58,1.81,3.78,0,2,86.0,73.9,71.9,47.0,Engaged,68.4,Medium
352,M,19,bachelor,low,41,10.6,0.733,0,0,1,5.83,4.81,3.81,0,1,71.5,61.9,100.0,79.3,Neutral,77.8,High
353,F,15,bachelor,low,35,12.8,0.854,0,1,1,7.34,6.16,0.38,0,1,72.9,51.7,93.5,64.7,Neutral,84.8,High
354,F,18,high_school,low,41,7.1,0.844,0,0,1,7.6,4.27,1.26,0,3,56.1,69.0,69.4,91.3,At-Risk,77.4,High
355,M,21,master,middle,20,4.4,0.777,0,0,1,6.83,6.15,0.0,0,3,25.7,94.1,69.9,62.1,At-Risk,82.1,High
356,F,21,none,low,9,11.1,0.89,0,0,1,7.71,3.35,0.0,0,2,73.8,64.5,79.2,21.8,Engaged,46.2,Low
357,F,20,bachelor,high,54,3.8,0.991,0,0,1,7.29,0.1,0.43,0,2,76.9,53.7,72.9,39.1,Engaged,56.8,Medium
358,F,20,bachelor,low,0,16.5,0.985,0,0,1,5.86,5.45,2.14,0,2,68.6,59.2,79.3,62.3,Engaged,67.3,Medium
359,F,15,master,low,1,9.3,0.932,0,0,1,7.54,4.26,0.0,1,1,78.6,57.2,73.4,64.8,Neutral,55.2,Medium
360,F,17,bachelor,low,30,8.0,0.69,0,0,0,6.25,3.24,2.12,1,1,56.8,71.9,70.5,48.3,At-Risk,62.8,Medium
361,F,20,high_school,middle,46,12.8,0.726,0,1,1,8.99,3.38,1.89,2,0,72.8,48.3,58.5,44.1,At-Risk,51.4,Medium
362,M,21,master,low,25,9.5,0.877,0,0,1,7.41,5.01,0.0,0,2,87.1,69.3,74.6,47.8,Engaged,52.6,Medium
363,M,19,bachelor,middle,37,0.1,0.857,0,1,1,6.06,2.57,5.25,0,0,75.0,72.2,32.6,57.1,Neutral,53.6,Medium
364,M,21,bachelor,low,0,3.6,0.81,0,1,1,7.31,4.95,0.0,0,1,85.1,68.2,73.0,59.0,Engaged,78.7,High
365,F,17,bachelor,high,15,16.3,1.0,1,1,1,5.79,6.58,4.43,0,4,85.2,42.4,35.7,38.0,Neutral,46.4,Low
366,M,16,high_school,low,0,10.5,0.871,0,1,1,7.21,8.32,0.0,1,3,46.7,59.3,73.0,64.9,At-Risk,63.1,Medium
367,F,15,bachelor,middle,34,0.0,0.914,2,0,1,6.63,7.01,1.92,0,5,75.8,52.5,53.1,64.7,At-Risk,45.8,Low
368,F,19,master,high,0,12.1,0.959,0,0,0,5.91,4.52,0.0,1,2,55.5,60.7,89.2,57.8,Engaged,75.3,High
369,M,20,high_school,low,3,6.6,0.865,0,0,1,5.89,4.72,0.89,0,1,48.4,50.0,70.2,46.2,At-Risk,46.8,Low
370,F,17,bachelor,low,30,4.8,1.0,0,0,1,9.82,3.4,5.82,0,0,60.7,84.4,68.8,73.4,Neutral,80.8,High
371,F,21,master,middle,38,3.1,0.766,0,0,1,7.01,3.27,1.51,0,2,91.3,65.4,75.2,86.5,Neutral,63.3,Medium
372,M,20,bachelor,low,20,16.0,0.799,2,0,1,6.38,5.94,0.0,0,1,56.8,32.9,54.9,51.0,Engaged,54.6,Medium
373,M,17,master,low,31,0.0,0.766,2,1,0,6.17,3.58,3.18,0,2,38.6,38.1,86.7,47.4,At-Risk,61.7,Medium
374,M,16,high_school,middle,30,5.0,1.0,1,1,1,7.47,4.93,1.49,0,0,43.3,83.7,79.9,69.3,Engaged,69.1,Medium
375,M,20,phd,low,19,10.7,0.94,0,0,1,6.13,2.27,2.5,0,1,72.2,58.8,59.9,36.6,Engaged,52.8,Medium
376,M,20,high_school,high,6,19.5,0.806,2,0,1,5.59,6.94,0.37,0,1,53.6,55.0,51.8,34.5,Neutral,46.2,Low
